region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
East Midlands,2020-03-03,nowcast,1.7,1.3,2.3,1.5,1.9,0
East Midlands,2020-03-04,nowcast,1.7,1.2,2.2,1.5,1.8,0
East Midlands,2020-03-05,nowcast,1.7,1.3,2.2,1.5,1.8,0
East Midlands,2020-03-06,nowcast,1.7,1.3,2.1,1.5,1.8,0
East Midlands,2020-03-07,nowcast,1.7,1.3,2.1,1.5,1.8,0
East Midlands,2020-03-08,nowcast,1.6,1.3,2,1.4,1.7,0
East Midlands,2020-03-09,nowcast,1.6,1.3,2,1.5,1.7,0
East Midlands,2020-03-10,nowcast,1.6,1.3,1.9,1.4,1.7,0
East Midlands,2020-03-11,nowcast,1.6,1.3,1.9,1.4,1.7,0
East Midlands,2020-03-12,nowcast,1.6,1.3,1.9,1.4,1.6,0
East Midlands,2020-03-13,nowcast,1.5,1.3,1.8,1.4,1.6,0
East Midlands,2020-03-14,nowcast,1.5,1.3,1.8,1.4,1.6,0
East Midlands,2020-03-15,nowcast,1.5,1.2,1.7,1.4,1.6,0
East Midlands,2020-03-16,nowcast,1.5,1.2,1.7,1.4,1.5,0
East Midlands,2020-03-17,nowcast,1.4,1.2,1.7,1.3,1.5,0
East Midlands,2020-03-18,nowcast,1.4,1.2,1.6,1.3,1.5,0
East Midlands,2020-03-19,nowcast,1.4,1.2,1.6,1.3,1.5,0
East Midlands,2020-03-20,nowcast,1.3,1.2,1.5,1.3,1.4,0
East Midlands,2020-03-21,nowcast,1.3,1.1,1.5,1.2,1.4,0
East Midlands,2020-03-22,nowcast,1.3,1.1,1.5,1.2,1.4,0
East Midlands,2020-03-23,nowcast,1.3,1.1,1.4,1.2,1.3,0
East Midlands,2020-03-24,nowcast,1.2,1.1,1.4,1.2,1.3,0
East Midlands,2020-03-25,nowcast,1.2,1.1,1.3,1.2,1.3,0.01
East Midlands,2020-03-26,nowcast,1.2,1,1.3,1.1,1.2,0.02
East Midlands,2020-03-27,nowcast,1.1,1,1.3,1.1,1.2,0.04
East Midlands,2020-03-28,nowcast,1.1,1,1.2,1.1,1.2,0.07
East Midlands,2020-03-29,nowcast,1.1,1,1.2,1,1.1,0.16
East Midlands,2020-03-30,nowcast,1.1,0.9,1.2,1,1.1,0.23
East Midlands,2020-03-31,nowcast,1,0.9,1.1,1,1.1,0.33
East Midlands,2020-04-01,nowcast,1,0.9,1.1,1,1.1,0.4
East Midlands,2020-04-02,nowcast,1,0.9,1.1,1,1.1,0.42
East Midlands,2020-04-03,nowcast,1,0.9,1.1,1,1,0.41
East Midlands,2020-04-04,nowcast,1,0.9,1.1,1,1,0.4
East Midlands,2020-04-05,nowcast,1,0.9,1.1,1,1.1,0.36
East Midlands,2020-04-06,nowcast,1,0.9,1.1,1,1.1,0.3
East Midlands,2020-04-07,nowcast,1,0.9,1.1,1,1.1,0.26
East Midlands,2020-04-08,nowcast,1,1,1.1,1,1.1,0.18
East Midlands,2020-04-09,nowcast,1.1,1,1.1,1,1.1,0.16
East Midlands,2020-04-10,nowcast,1.1,1,1.2,1,1.1,0.11
East Midlands,2020-04-11,nowcast,1.1,1,1.2,1,1.1,0.08
East Midlands,2020-04-12,nowcast,1.1,1,1.2,1,1.1,0.07
East Midlands,2020-04-13,nowcast,1.1,1,1.2,1,1.1,0.07
East Midlands,2020-04-14,nowcast,1.1,1,1.2,1,1.1,0.07
East Midlands,2020-04-15,nowcast,1.1,1,1.2,1,1.1,0.07
East Midlands,2020-04-16,nowcast,1.1,1,1.2,1,1.1,0.08
East Midlands,2020-04-17,nowcast,1.1,1,1.2,1,1.1,0.07
East Midlands,2020-04-18,nowcast,1.1,1,1.1,1,1.1,0.1
East Midlands,2020-04-19,nowcast,1.1,1,1.2,1,1.1,0.11
East Midlands,2020-04-20,nowcast,1.1,1,1.1,1,1.1,0.14
East Midlands,2020-04-21,nowcast,1,1,1.1,1,1.1,0.17
East Midlands,2020-04-22,nowcast,1,0.9,1.1,1,1.1,0.26
East Midlands,2020-04-23,nowcast,1,0.9,1.1,1,1.1,0.32
East Midlands,2020-04-24,nowcast,1,0.9,1.1,1,1,0.42
East Midlands,2020-04-25,nowcast,1,0.9,1.1,1,1,0.49
East Midlands,2020-04-26,nowcast,1,0.9,1.1,1,1,0.59
East Midlands,2020-04-27,nowcast,1,0.9,1.1,1,1,0.66
East Midlands,2020-04-28,nowcast,1,0.9,1,0.9,1,0.72
East Midlands,2020-04-29,nowcast,1,0.9,1,0.9,1,0.73
East Midlands,2020-04-30,nowcast,1,0.9,1.1,0.9,1,0.7
East Midlands,2020-05-01,nowcast,1,0.9,1.1,1,1,0.64
East Midlands,2020-05-02,nowcast,1,0.9,1.1,1,1,0.6
East Midlands,2020-05-03,nowcast,1,0.9,1.1,1,1,0.59
East Midlands,2020-05-04,nowcast,1,0.9,1.1,1,1,0.63
East Midlands,2020-05-05,nowcast,1,0.9,1.1,1,1,0.66
East Midlands,2020-05-06,nowcast,1,0.9,1.1,0.9,1,0.68
East Midlands,2020-05-07,nowcast,1,0.9,1.1,1,1,0.69
East Midlands,2020-05-08,nowcast,1,0.9,1.1,0.9,1,0.7
East Midlands,2020-05-09,nowcast,1,0.9,1.1,0.9,1,0.73
East Midlands,2020-05-10,nowcast,1,0.9,1,0.9,1,0.77
East Midlands,2020-05-11,nowcast,1,0.9,1,0.9,1,0.85
East Midlands,2020-05-12,nowcast,0.9,0.9,1,0.9,1,0.89
East Midlands,2020-05-13,nowcast,0.9,0.8,1,0.9,1,0.91
East Midlands,2020-05-14,nowcast,0.9,0.8,1,0.9,1,0.93
East Midlands,2020-05-15,nowcast,0.9,0.8,1,0.9,1,0.95
East Midlands,2020-05-16,nowcast,0.9,0.8,1,0.9,0.9,0.97
East Midlands,2020-05-17,nowcast,0.9,0.8,1,0.9,0.9,0.98
East Midlands,2020-05-18,nowcast,0.9,0.8,1,0.9,0.9,0.99
East Midlands,2020-05-19,nowcast,0.9,0.8,1,0.9,0.9,0.99
East Midlands,2020-05-20,nowcast,0.9,0.8,1,0.9,0.9,0.99
East Midlands,2020-05-21,nowcast,0.9,0.8,1,0.8,0.9,0.98
East Midlands,2020-05-22,nowcast,0.9,0.8,1,0.8,0.9,0.95
East Midlands,2020-05-23,nowcast,0.9,0.8,1,0.9,0.9,0.92
East Midlands,2020-05-24,nowcast,0.9,0.8,1,0.9,0.9,0.89
East Midlands,2020-05-25,nowcast,0.9,0.8,1,0.9,1,0.86
East Midlands,2020-05-26,nowcast,0.9,0.8,1,0.9,1,0.85
East Midlands,2020-05-27,nowcast,0.9,0.8,1,0.9,1,0.83
East Midlands,2020-05-28,nowcast,0.9,0.9,1,0.9,1,0.81
East Midlands,2020-05-29,nowcast,1,0.9,1,0.9,1,0.8
East Midlands,2020-05-30,nowcast,1,0.9,1,0.9,1,0.81
East Midlands,2020-05-31,nowcast,1,0.9,1.1,0.9,1,0.8
East Midlands,2020-06-01,nowcast,1,0.9,1,0.9,1,0.8
